transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation
TXN000784,56:45.4,USER0524,MERCHANT0311,333.81,Shopping,Recharge,Bangalore,Android,PhonePe,1,Friday,1,192.1,141.71
TXN000785,16:13.0,USER0485,MERCHANT0411,317.28,Healthcare,Recharge,Chennai,ios,Paytm,6,Friday,1,166.61,150.67
TXN000786,35:40.5,USER0813,MERCHANT0181,534.21,Healthcare,P2P,Bangalore,Web,BHIM,10,Friday,0,534.21,0
TXN000787,55:08.1,USER0923,MERCHANT0113,417.35,Grocery,P2M,Hyderanbad,Web,BHIM,14,Friday,0,417.35,0
TXN000788,14:35.7,USER0983,MERCHANT0326,286.91,Healthcare,P2M,Hyderanbad,Web,PhonePe,19,Friday,0,286.91,0
TXN000789,34:03.2,USER0816,MERCHANT0098,168.99,Entertainment,Bill Payment,Bangalore,ios,Paytm,23,Friday,0,216.68,-47.69
TXN000790,53:30.8,USER0754,MERCHANT0318,34.43,Shopping,P2P,Mumbai,Android,Google Pay,3,Saturday,1,29.01,5.42
TXN000791,12:58.4,USER0174,MERCHANT0129,278.56,Shopping,P2P,Pune,Web,Google Pay,8,Saturday,0,278.56,0
TXN000792,32:25.9,USER0675,MERCHANT0348,223.12,Grocery,P2M,Delhi,Web,Google Pay,12,Saturday,0,225.87,-2.75
TXN000793,51:53.5,USER0087,MERCHANT0387,237.84,Healthcare,Bill Payment,Bangalore,Android,Paytm,16,Saturday,0,237.84,0
TXN000794,11:21.1,USER0291,MERCHANT0370,50.56,Shopping,Bill Payment,Pune,Android,BHIM,21,Saturday,0,50.56,0
TXN000795,30:48.6,USER0528,MERCHANT0393,61.49,Travel,P2M,Hyderanbad,Android,Google Pay,1,Sunday,1,61.49,0
TXN000796,50:16.2,USER0680,MERCHANT0338,519.65,Travel,Recharge,Hyderanbad,Android,PhonePe,5,Sunday,0,412.99,106.66
TXN000797,09:43.8,USER0649,MERCHANT0349,174.24,Entertainment,P2P,Chennai,Web,BHIM,10,Sunday,0,174.24,0
TXN000798,29:11.4,USER0635,MERCHANT0430,358.35,Travel,Bill Payment,Chennai,Web,PhonePe,14,Sunday,0,346.68,11.67
TXN000799,48:38.9,USER0344,MERCHANT0071,186.48,Travel,Recharge,Bangalore,ios,Paytm,18,Sunday,0,418.72,-232.24
TXN000800,08:06.5,USER0096,MERCHANT0322,186.75,Shopping,Bill Payment,Mumbai,Web,Google Pay,23,Sunday,0,175.79,10.96
TXN000801,27:34.1,USER0839,MERCHANT0050,463.26,Food,Recharge,Bangalore,Web,PhonePe,3,Monday,1,463.26,0
TXN000802,47:01.6,USER0975,MERCHANT0463,108.2,Travel,Recharge,Delhi,Android,Paytm,7,Monday,0,108.2,0
TXN000803,06:29.2,USER0770,MERCHANT0322,199.56,Entertainment,P2P,Chennai,ios,Google Pay,12,Monday,0,509.49,-309.93
TXN000804,25:56.8,USER0241,MERCHANT0331,114.17,Travel,Bill Payment,Pune,Android,Paytm,16,Monday,0,133.12,-18.95
TXN000805,45:24.3,USER0689,MERCHANT0021,117.39,Shopping,Bill Payment,Mumbai,Web,PhonePe,20,Monday,0,117.39,0
TXN000806,04:51.9,USER0318,MERCHANT0159,133.06,Healthcare,Recharge,Chennai,Web,BHIM,1,Tuesday,1,133.06,0
TXN000807,24:19.5,USER0231,MERCHANT0404,226.36,Utilities,P2M,Bangalore,Web,PhonePe,5,Tuesday,0,304.54,-78.18
TXN000808,43:47.0,USER0826,MERCHANT0226,112.31,Shopping,Bill Payment,Delhi,ios,PhonePe,9,Tuesday,0,220.97,-108.66
TXN000809,03:14.6,USER0204,MERCHANT0018,636.35,Healthcare,P2P,Delhi,Android,BHIM,14,Tuesday,0,294.47,341.88
TXN000810,22:42.2,USER0151,MERCHANT0297,74.1,Grocery,P2M,Mumbai,ios,Paytm,18,Tuesday,0,74.1,0
TXN000811,42:09.7,USER0026,MERCHANT0187,150.37,Entertainment,Bill Payment,Delhi,Web,Paytm,22,Tuesday,0,444.52,-294.15
TXN000812,01:37.3,USER0048,MERCHANT0375,116.78,Travel,P2P,Delhi,Web,PhonePe,3,Wednesday,1,116.78,0
TXN000813,21:04.9,USER0251,MERCHANT0068,770.45,Grocery,P2M,Delhi,Android,PhonePe,7,Wednesday,0,285.6,484.85
TXN000814,40:32.4,USER0487,MERCHANT0047,220.64,Travel,Bill Payment,Delhi,Android,Paytm,11,Wednesday,0,171.63,49.01
TXN000815,00:00.0,USER0626,MERCHANT0466,508.69,Utilities,P2P,Bangalore,Android,BHIM,16,Wednesday,0,508.69,0
TXN000816,19:27.6,USER0871,MERCHANT0152,41.04,Healthcare,P2M,Chennai,Android,Google Pay,20,Wednesday,0,41.04,0
TXN000817,38:55.1,USER0787,MERCHANT0168,236.76,Food,Bill Payment,Chennai,Web,BHIM,0,Thursday,1,169.82,66.94
TXN000818,58:22.7,USER0075,MERCHANT0383,441.26,Utilities,P2M,Mumbai,ios,PhonePe,4,Thursday,1,318.56,122.7
TXN000819,17:50.3,USER0467,MERCHANT0213,196.82,Shopping,Recharge,Pune,Android,Paytm,9,Thursday,0,196.82,0
TXN000820,37:17.8,USER0425,MERCHANT0090,526.09,Shopping,Recharge,Pune,Android,BHIM,13,Thursday,0,372.28,153.81
TXN000821,56:45.4,USER0908,MERCHANT0103,108.06,Grocery,P2M,Delhi,Android,PhonePe,17,Thursday,0,108.06,0
TXN000822,16:13.0,USER0645,MERCHANT0068,742,Grocery,Recharge,Chennai,Web,Google Pay,22,Thursday,0,742,0
TXN000823,35:40.5,USER0590,MERCHANT0403,1806.05,Shopping,Recharge,Bangalore,Web,Google Pay,2,Friday,1,1087.08,718.97
TXN000824,55:08.1,USER0200,MERCHANT0277,126.11,Entertainment,P2M,Delhi,Android,BHIM,6,Friday,0,126.11,0
TXN000825,14:35.7,USER0736,MERCHANT0449,116.11,Shopping,Recharge,Delhi,Web,PhonePe,11,Friday,0,158.49,-42.38
TXN000826,34:03.2,USER0714,MERCHANT0498,775.4,Shopping,P2M,Chennai,ios,PhonePe,15,Friday,0,558.28,217.12
TXN000827,53:30.8,USER0394,MERCHANT0188,879.69,Travel,P2M,Bangalore,Web,Google Pay,19,Friday,0,879.69,0
TXN000828,12:58.4,USER0507,MERCHANT0272,107.46,Utilities,Recharge,Hyderanbad,Web,Paytm,0,Saturday,1,107.46,0
TXN000829,32:25.9,USER0410,MERCHANT0257,119.08,Entertainment,Bill Payment,Chennai,Android,Paytm,4,Saturday,1,88.84,30.24
TXN000830,51:53.5,USER0250,MERCHANT0468,136.76,Travel,P2M,Mumbai,ios,BHIM,8,Saturday,0,136.76,0
TXN000831,11:21.1,USER0152,MERCHANT0140,47.25,Food,P2M,Pune,Web,BHIM,13,Saturday,0,79.84,-32.59
TXN000832,30:48.6,USER0672,MERCHANT0426,72.34,Entertainment,Bill Payment,Bangalore,Android,Google Pay,17,Saturday,0,62.48,9.86
TXN000833,50:16.2,USER0705,MERCHANT0085,66.41,Travel,Recharge,Pune,ios,PhonePe,21,Saturday,0,69.71,-3.3
TXN000834,09:43.8,USER0006,MERCHANT0132,84.12,Shopping,P2P,Bangalore,Android,Paytm,2,Sunday,1,84.12,0
TXN000835,29:11.4,USER0915,MERCHANT0468,175.09,Travel,Bill Payment,Chennai,Android,Paytm,6,Sunday,0,182.49,-7.4
TXN000836,48:38.9,USER0769,MERCHANT0423,229.11,Grocery,P2P,Bangalore,Web,Paytm,10,Sunday,1,382.26,-153.15
TXN000837,08:06.5,USER0882,MERCHANT0484,854.49,Entertainment,Recharge,Hyderanbad,Web,Paytm,15,Sunday,0,348.32,506.17
TXN000838,27:34.1,USER0789,MERCHANT0247,66.8,Healthcare,P2M,Delhi,ios,Google Pay,19,Sunday,0,118.27,-51.47
TXN000839,47:01.6,USER0907,MERCHANT0496,485.08,Shopping,P2M,Mumbai,ios,Paytm,23,Sunday,0,385.56,99.52
TXN000840,06:29.2,USER0110,MERCHANT0413,146.35,Utilities,Recharge,Hyderanbad,ios,PhonePe,4,Monday,1,111.52,34.83
TXN000841,25:56.8,USER0798,MERCHANT0152,172.52,Travel,Recharge,Pune,Android,Paytm,8,Monday,0,298.83,-126.31
TXN000842,45:24.3,USER0436,MERCHANT0383,355.96,Shopping,Recharge,Mumbai,Web,BHIM,12,Monday,0,355.96,0
TXN000843,04:51.9,USER0225,MERCHANT0446,58.98,Entertainment,Recharge,Delhi,Web,PhonePe,17,Monday,0,147.54,-88.56
TXN000844,24:19.5,USER0181,MERCHANT0174,265.71,Healthcare,Recharge,Chennai,Android,Paytm,21,Monday,0,265.71,0
TXN000845,43:47.0,USER0824,MERCHANT0412,214.1,Grocery,Recharge,Hyderanbad,Android,Google Pay,1,Tuesday,1,214.1,0
TXN000846,03:14.6,USER0981,MERCHANT0059,296.62,Grocery,Recharge,Bangalore,ios,Google Pay,6,Tuesday,0,251.91,44.71
TXN000847,22:42.2,USER0713,MERCHANT0240,242.06,Entertainment,P2M,Pune,Web,Paytm,10,Tuesday,0,142.34,99.72
TXN000848,42:09.7,USER0531,MERCHANT0494,2111.81,Entertainment,P2P,Hyderanbad,Android,BHIM,14,Tuesday,0,2111.81,0
TXN000849,01:37.3,USER0476,MERCHANT0039,95.8,Travel,P2P,Hyderanbad,Android,Google Pay,19,Tuesday,0,100.07,-4.27
TXN000850,21:04.9,USER0052,MERCHANT0073,106.59,Shopping,P2M,Mumbai,ios,PhonePe,23,Tuesday,0,113.63,-7.04
TXN000851,40:32.4,USER0571,MERCHANT0387,97.21,Utilities,Bill Payment,Pune,ios,BHIM,3,Wednesday,1,417.18,-319.97
TXN000852,00:00.0,USER0256,MERCHANT0495,104.01,Healthcare,P2P,Pune,ios,Google Pay,8,Wednesday,0,80.12,23.89
TXN000853,19:27.6,USER0940,MERCHANT0116,95.83,Entertainment,Bill Payment,Pune,ios,BHIM,12,Wednesday,0,95.83,0
TXN000854,38:55.1,USER0869,MERCHANT0441,595.27,Entertainment,P2M,Mumbai,Web,Google Pay,16,Wednesday,0,776.94,-181.67
TXN000855,58:22.7,USER0125,MERCHANT0347,750.32,Food,Bill Payment,Pune,Web,Google Pay,20,Wednesday,0,750.32,0
TXN000856,17:50.3,USER0468,MERCHANT0371,102.44,Grocery,P2M,Mumbai,ios,BHIM,1,Thursday,1,102.44,0
TXN000857,37:17.8,USER0137,MERCHANT0346,78.86,Food,Recharge,Bangalore,Web,Paytm,5,Thursday,0,78.86,0
TXN000858,56:45.4,USER0821,MERCHANT0204,290.45,Healthcare,Recharge,Mumbai,Web,Paytm,9,Thursday,0,290.45,0
TXN000859,16:13.0,USER0476,MERCHANT0496,104.35,Utilities,P2P,Delhi,Android,BHIM,14,Thursday,0,100.07,4.28
TXN000860,35:40.5,USER0684,MERCHANT0434,341.36,Entertainment,P2P,Chennai,Web,Google Pay,18,Thursday,0,331.04,10.32
TXN000861,55:08.1,USER0544,MERCHANT0412,222.05,Healthcare,Bill Payment,Pune,Web,Google Pay,22,Thursday,0,183.16,38.89
TXN000862,14:35.7,USER0573,MERCHANT0286,39.82,Travel,Bill Payment,Delhi,ios,Google Pay,3,Friday,1,39.82,0
TXN000863,34:03.2,USER0610,MERCHANT0188,851.93,Grocery,P2P,Delhi,ios,Google Pay,7,Friday,0,459.79,392.14
TXN000864,53:30.8,USER0325,MERCHANT0047,1092.12,Food,Recharge,Bangalore,ios,Google Pay,11,Friday,0,1092.12,0
TXN000865,12:58.4,USER0973,MERCHANT0405,98.22,Grocery,P2M,Hyderanbad,Android,Paytm,16,Friday,0,98.22,0
TXN000866,32:25.9,USER0774,MERCHANT0203,123.01,Food,Recharge,Bangalore,Android,Google Pay,20,Friday,0,177.91,-54.9
TXN000867,51:53.5,USER0913,MERCHANT0008,241.26,Healthcare,P2P,Chennai,ios,BHIM,0,Saturday,1,241.26,0
TXN000868,11:21.1,USER0454,MERCHANT0136,253.27,Entertainment,P2M,Mumbai,Android,Google Pay,5,Saturday,0,167.02,86.25
TXN000869,30:48.6,USER0628,MERCHANT0275,350.21,Shopping,Bill Payment,Chennai,Android,Google Pay,9,Saturday,0,350.21,0
TXN000870,50:16.2,USER0835,MERCHANT0064,1353.17,Shopping,P2P,Mumbai,Web,Paytm,13,Saturday,0,1353.17,0
TXN000871,09:43.8,USER0737,MERCHANT0233,151.87,Travel,Recharge,Pune,Web,PhonePe,18,Saturday,0,94.21,57.66
TXN000872,29:11.4,USER0914,MERCHANT0189,81.59,Utilities,Bill Payment,Delhi,Web,PhonePe,22,Saturday,0,134.41,-52.82
TXN000873,48:38.9,USER0517,MERCHANT0345,45.64,Grocery,Bill Payment,Bangalore,ios,Google Pay,2,Sunday,1,45.64,0
TXN000874,08:06.5,USER0437,MERCHANT0384,87.28,Utilities,P2P,Hyderanbad,ios,Paytm,7,Sunday,0,87.28,0
TXN000875,27:34.1,USER0851,MERCHANT0345,175.37,Food,Recharge,Bangalore,ios,Google Pay,11,Sunday,0,175.37,0
TXN000876,47:01.6,USER0929,MERCHANT0135,1090.68,Entertainment,P2P,Pune,Android,PhonePe,15,Sunday,0,744.21,346.47
TXN000877,06:29.2,USER0562,MERCHANT0300,108.03,Travel,P2M,Bangalore,Web,Paytm,20,Sunday,0,141.54,-33.51
TXN000878,25:56.8,USER0457,MERCHANT0196,226.74,Shopping,P2M,Hyderanbad,Web,BHIM,0,Monday,1,226.74,0
TXN000879,45:24.3,USER0919,MERCHANT0422,178.32,Shopping,Bill Payment,Hyderanbad,ios,BHIM,4,Monday,1,178.32,0
TXN000880,04:51.9,USER0163,MERCHANT0327,594.9,Travel,Recharge,Delhi,ios,Paytm,9,Monday,0,594.9,0
TXN000881,24:19.5,USER0762,MERCHANT0482,2268.63,Healthcare,P2M,Delhi,ios,BHIM,13,Monday,0,2268.63,0
TXN000882,43:47.0,USER0883,MERCHANT0191,106.61,Grocery,P2M,Pune,ios,Paytm,17,Monday,0,151.37,-44.76
TXN000883,03:14.6,USER0487,MERCHANT0056,111.11,Utilities,P2M,Delhi,ios,Google Pay,22,Monday,0,171.63,-60.52
TXN000884,22:42.2,USER0461,MERCHANT0346,515,Food,P2M,Chennai,ios,Google Pay,2,Tuesday,1,515,0
TXN000885,42:09.7,USER0266,MERCHANT0120,358.49,Utilities,P2P,Chennai,ios,PhonePe,6,Tuesday,0,358.49,0
TXN000886,01:37.3,USER0770,MERCHANT0242,1149.07,Shopping,Bill Payment,Mumbai,Web,Google Pay,11,Tuesday,0,509.49,639.58
TXN000887,21:04.9,USER0254,MERCHANT0013,325.03,Travel,Bill Payment,Delhi,Android,Google Pay,15,Tuesday,0,214.28,110.75
TXN000888,40:32.4,USER0861,MERCHANT0318,126.56,Shopping,P2M,Mumbai,Android,PhonePe,19,Tuesday,0,110.47,16.09
TXN000889,00:00.0,USER0653,MERCHANT0453,327.23,Entertainment,Bill Payment,Bangalore,Web,Paytm,0,Wednesday,1,177.58,149.65
TXN000890,19:27.6,USER0284,MERCHANT0483,549.33,Shopping,Bill Payment,Mumbai,Web,Google Pay,4,Wednesday,1,491.25,58.08
TXN000891,38:55.1,USER0785,MERCHANT0288,411.78,Food,Bill Payment,Pune,Android,Google Pay,8,Wednesday,0,309.18,102.6
TXN000892,58:22.7,USER0797,MERCHANT0168,301.05,Grocery,Bill Payment,Hyderanbad,ios,Google Pay,12,Wednesday,0,301.05,0
TXN000893,17:50.3,USER0534,MERCHANT0469,526.72,Grocery,P2P,Pune,Android,PhonePe,17,Wednesday,0,526.72,0
TXN000894,37:17.8,USER0497,MERCHANT0313,583.65,Entertainment,P2M,Pune,Web,Paytm,21,Wednesday,0,583.65,0
TXN000895,56:45.4,USER0642,MERCHANT0114,722.1,Food,Recharge,Chennai,Android,PhonePe,1,Thursday,1,722.1,0
TXN000896,16:13.0,USER0245,MERCHANT0332,346.79,Travel,P2P,Pune,ios,BHIM,6,Thursday,0,253.15,93.64
TXN000897,35:40.5,USER0282,MERCHANT0033,153.37,Utilities,Bill Payment,Chennai,Web,Google Pay,10,Thursday,0,148.4,4.97
TXN000898,55:08.1,USER0451,MERCHANT0326,209.92,Travel,P2M,Pune,Web,BHIM,14,Thursday,0,209.92,0
TXN000899,14:35.7,USER0080,MERCHANT0422,605.78,Utilities,P2M,Delhi,Android,Paytm,19,Thursday,0,605.78,0
TXN000900,34:03.2,USER0731,MERCHANT0238,80.08,Grocery,P2M,Chennai,Web,Google Pay,23,Thursday,0,113.65,-33.57
TXN000901,53:30.8,USER0293,MERCHANT0466,262.09,Shopping,P2M,Bangalore,Android,BHIM,3,Friday,1,257.41,4.68
TXN000902,12:58.4,USER0241,MERCHANT0359,122.32,Healthcare,Bill Payment,Hyderanbad,Android,BHIM,8,Friday,0,133.12,-10.8
TXN000903,32:25.9,USER0279,MERCHANT0155,186.56,Shopping,P2M,Mumbai,Web,BHIM,12,Friday,0,302.32,-115.76
TXN000904,51:53.5,USER0344,MERCHANT0333,650.96,Entertainment,Recharge,Chennai,Web,Google Pay,16,Friday,0,418.72,232.24
TXN000905,11:21.1,USER0328,MERCHANT0210,219.44,Travel,Recharge,Mumbai,Android,Google Pay,21,Friday,0,219.44,0
TXN000906,30:48.6,USER0915,MERCHANT0060,189.89,Food,P2M,Bangalore,Web,Google Pay,1,Saturday,1,182.49,7.4
TXN000907,50:16.2,USER0554,MERCHANT0072,46.53,Utilities,Bill Payment,Pune,Web,Google Pay,5,Saturday,0,614.98,-568.45
TXN000908,09:43.8,USER0083,MERCHANT0024,382.32,Shopping,Recharge,Chennai,ios,PhonePe,10,Saturday,0,245.38,136.94
TXN000909,29:11.4,USER0142,MERCHANT0485,345.67,Entertainment,Recharge,Pune,Web,BHIM,14,Saturday,0,215.49,130.18
TXN000910,48:38.9,USER0155,MERCHANT0020,1576.96,Travel,Recharge,Hyderanbad,Android,PhonePe,18,Saturday,0,1576.96,0
TXN000911,08:06.5,USER0237,MERCHANT0156,133.25,Food,P2P,Mumbai,Android,Paytm,23,Saturday,0,133.25,0
TXN000912,27:34.1,USER0393,MERCHANT0253,225.69,Grocery,P2P,Pune,Web,BHIM,3,Sunday,1,225.69,0
TXN000913,47:01.6,USER0711,MERCHANT0060,232.61,Food,Recharge,Delhi,ios,Google Pay,7,Sunday,0,232.61,0
TXN000914,06:29.2,USER0157,MERCHANT0050,877.83,Healthcare,Bill Payment,Hyderanbad,Web,Google Pay,12,Sunday,0,582.61,295.22
TXN000915,25:56.8,USER0724,MERCHANT0121,164.8,Grocery,Bill Payment,Delhi,Web,Google Pay,16,Sunday,0,164.8,0
TXN000916,45:24.3,USER0220,MERCHANT0455,239.61,Travel,Recharge,Chennai,ios,PhonePe,20,Sunday,0,288.98,-49.37
TXN000917,04:51.9,USER0066,MERCHANT0276,332.92,Food,Recharge,Chennai,Web,Google Pay,1,Monday,1,270.54,62.38
TXN000918,24:19.5,USER0425,MERCHANT0070,218.46,Entertainment,Bill Payment,Chennai,Android,BHIM,5,Monday,0,372.28,-153.82
TXN000919,43:47.0,USER0418,MERCHANT0199,116,Travel,P2P,Delhi,ios,BHIM,9,Monday,0,116,0
TXN000920,03:14.6,USER0339,MERCHANT0233,220.1,Grocery,P2P,Bangalore,ios,Paytm,14,Monday,0,352.04,-131.94
TXN000921,22:42.2,USER0556,MERCHANT0190,530.4,Healthcare,Recharge,Bangalore,Android,BHIM,18,Monday,0,334.43,195.97
TXN000922,42:09.7,USER0478,MERCHANT0344,64.94,Entertainment,Bill Payment,Delhi,Web,Google Pay,22,Monday,0,64.94,0
TXN000923,01:37.3,USER0426,MERCHANT0487,207.05,Healthcare,P2P,Bangalore,Web,BHIM,3,Tuesday,1,207.05,0
TXN000924,21:04.9,USER0064,MERCHANT0381,90.01,Shopping,Recharge,Delhi,ios,BHIM,7,Tuesday,0,90.01,0
TXN000925,40:32.4,USER0212,MERCHANT0357,598.87,Entertainment,P2M,Pune,Android,PhonePe,11,Tuesday,0,598.87,0
TXN000926,00:00.0,USER0853,MERCHANT0485,39.52,Shopping,Recharge,Bangalore,ios,BHIM,16,Tuesday,0,39.52,0
TXN000927,19:27.6,USER0431,MERCHANT0277,103.66,Entertainment,P2M,Delhi,Web,Paytm,20,Tuesday,0,86.9,16.76
TXN000928,38:55.1,USER0399,MERCHANT0215,264.33,Grocery,Recharge,Chennai,Web,BHIM,0,Wednesday,1,514.76,-250.43
TXN000929,58:22.7,USER0927,MERCHANT0301,867.42,Utilities,Bill Payment,Hyderanbad,Android,PhonePe,4,Wednesday,1,867.42,0
TXN000930,17:50.3,USER0789,MERCHANT0381,169.74,Utilities,Bill Payment,Hyderanbad,ios,PhonePe,9,Wednesday,0,118.27,51.47
TXN000931,37:17.8,USER0599,MERCHANT0373,104.04,Shopping,Bill Payment,Bangalore,ios,BHIM,13,Wednesday,0,238.16,-134.12
TXN000932,56:45.4,USER0969,MERCHANT0080,1189.34,Shopping,Bill Payment,Hyderanbad,Web,BHIM,17,Wednesday,0,1189.34,0
TXN000933,16:13.0,USER0713,MERCHANT0454,42.61,Healthcare,P2M,Mumbai,Android,PhonePe,22,Wednesday,0,142.34,-99.73
TXN000934,35:40.5,USER0021,MERCHANT0213,20.11,Food,Recharge,Mumbai,Web,Google Pay,2,Thursday,1,20.11,0
TXN000935,55:08.1,USER0878,MERCHANT0336,281.47,Entertainment,Bill Payment,Hyderanbad,Android,BHIM,6,Thursday,0,281.47,0
TXN000936,14:35.7,USER0902,MERCHANT0051,109.72,Entertainment,P2P,Chennai,Web,PhonePe,11,Thursday,0,109.72,0
TXN000937,34:03.2,USER0784,MERCHANT0427,65.29,Entertainment,P2P,Delhi,Web,BHIM,15,Thursday,0,65.29,0
TXN000938,53:30.8,USER0590,MERCHANT0251,368.1,Entertainment,P2P,Hyderanbad,Android,PhonePe,19,Thursday,0,1087.08,-718.98
TXN000939,12:58.4,USER0390,MERCHANT0316,231.32,Food,Recharge,Chennai,Web,Google Pay,0,Friday,1,218.44,12.88
TXN000940,32:25.9,USER0489,MERCHANT0209,103.12,Healthcare,P2P,Hyderanbad,Android,Paytm,4,Friday,1,137.3,-34.18
TXN000941,51:53.5,USER0007,MERCHANT0481,50.39,Shopping,P2P,Hyderanbad,ios,BHIM,8,Friday,0,49.21,1.18
TXN000942,11:21.1,USER0966,MERCHANT0488,433.75,Utilities,P2M,Delhi,Android,BHIM,13,Friday,0,292.29,141.46
TXN000943,30:48.6,USER0361,MERCHANT0144,347.3,Food,Recharge,Delhi,Android,Paytm,17,Friday,0,347.3,0
TXN000944,50:16.2,USER0306,MERCHANT0017,164.16,Grocery,Recharge,Chennai,Web,Paytm,21,Friday,0,112.93,51.23
TXN000945,09:43.8,USER0772,MERCHANT0354,1148.99,Food,P2P,Mumbai,Web,BHIM,2,Saturday,1,1140.34,8.65
TXN000946,29:11.4,USER0400,MERCHANT0190,62.17,Healthcare,Recharge,Bangalore,Web,Google Pay,6,Saturday,0,133.3,-71.13
TXN000947,48:38.9,USER0874,MERCHANT0112,39.43,Food,P2M,Mumbai,Android,BHIM,10,Saturday,0,53.82,-14.39
TXN000948,08:06.5,USER0914,MERCHANT0228,90.75,Food,P2M,Delhi,Web,Paytm,15,Saturday,0,134.41,-43.66
TXN000949,27:34.1,USER0977,MERCHANT0228,173.19,Healthcare,Bill Payment,Delhi,Web,PhonePe,19,Saturday,0,204.81,-31.62
TXN000950,47:01.6,USER0856,MERCHANT0487,231.21,Travel,P2M,Chennai,ios,Google Pay,23,Saturday,0,231.21,0
TXN000951,06:29.2,USER0430,MERCHANT0121,142.42,Grocery,Bill Payment,Delhi,ios,BHIM,4,Sunday,1,468.18,-325.76
TXN000952,25:56.8,USER0552,MERCHANT0438,257.77,Shopping,P2P,Delhi,Android,BHIM,8,Sunday,0,284.63,-26.86
TXN000953,45:24.3,USER0766,MERCHANT0186,51.86,Utilities,Bill Payment,Delhi,Android,PhonePe,12,Sunday,0,433.09,-381.23
TXN000954,04:51.9,USER0753,MERCHANT0051,767.98,Utilities,Bill Payment,Chennai,ios,PhonePe,17,Sunday,0,453.9,314.08
TXN000955,24:19.5,USER0560,MERCHANT0352,166.98,Shopping,P2P,Chennai,Android,Google Pay,21,Sunday,0,166.98,0
TXN000956,43:47.0,USER0820,MERCHANT0189,554.07,Travel,Bill Payment,Chennai,Android,Google Pay,1,Monday,1,261.35,292.72
TXN000957,03:14.6,USER0618,MERCHANT0279,255.37,Healthcare,P2M,Delhi,ios,BHIM,6,Monday,0,255.37,0
TXN000958,22:42.2,USER0920,MERCHANT0462,286.22,Utilities,P2P,Pune,ios,BHIM,10,Monday,0,380.62,-94.4
TXN000959,42:09.7,USER0226,MERCHANT0331,320.46,Food,Recharge,Pune,Android,Paytm,14,Monday,0,215.04,105.42
TXN000960,01:37.3,USER0500,MERCHANT0184,283.64,Utilities,Bill Payment,Hyderanbad,Android,BHIM,19,Monday,0,283.64,0
TXN000961,21:04.9,USER0225,MERCHANT0032,344.72,Grocery,P2M,Pune,Web,PhonePe,23,Monday,0,147.54,197.18
TXN000962,40:32.4,USER0280,MERCHANT0204,684.82,Grocery,Recharge,Mumbai,Android,Google Pay,3,Tuesday,1,684.82,0
TXN000963,00:00.0,USER0447,MERCHANT0142,220.64,Shopping,P2P,Hyderanbad,Web,BHIM,8,Tuesday,0,268.41,-47.77
TXN000964,19:27.6,USER0498,MERCHANT0098,368.34,Travel,P2P,Bangalore,ios,Google Pay,12,Tuesday,0,267.72,100.62
TXN000965,38:55.1,USER0030,MERCHANT0496,165.71,Entertainment,P2P,Chennai,ios,BHIM,16,Tuesday,0,165.71,0
TXN000966,58:22.7,USER0399,MERCHANT0063,765.18,Entertainment,P2M,Delhi,ios,PhonePe,20,Tuesday,0,514.76,250.42
TXN000967,17:50.3,USER0345,MERCHANT0486,92.17,Travel,Recharge,Chennai,ios,Paytm,1,Wednesday,1,171.42,-79.25
TXN000968,37:17.8,USER0685,MERCHANT0435,1097.66,Utilities,P2P,Pune,Android,Paytm,5,Wednesday,0,1097.66,0
TXN000969,56:45.4,USER0696,MERCHANT0422,174.14,Travel,P2M,Chennai,Android,Google Pay,9,Wednesday,0,140.71,33.43
TXN000970,16:13.0,USER0818,MERCHANT0233,43.35,Healthcare,P2M,Mumbai,Web,PhonePe,14,Wednesday,0,43.35,0
TXN000971,35:40.5,USER0415,MERCHANT0047,206.05,Travel,Recharge,Chennai,ios,PhonePe,18,Wednesday,0,206.05,0
TXN000972,55:08.1,USER0742,MERCHANT0340,91.74,Healthcare,P2P,Bangalore,Android,PhonePe,22,Wednesday,0,91.74,0
TXN000973,14:35.7,USER0170,MERCHANT0109,420.16,Utilities,P2P,Delhi,Web,BHIM,3,Thursday,1,320.68,99.48
TXN000974,34:03.2,USER0861,MERCHANT0329,94.38,Grocery,Bill Payment,Delhi,Web,Paytm,7,Thursday,0,110.47,-16.09
TXN000975,53:30.8,USER0479,MERCHANT0328,116.03,Food,P2P,Bangalore,Web,PhonePe,11,Thursday,0,181.7,-65.67
TXN000976,12:58.4,USER0942,MERCHANT0306,27.4,Shopping,Recharge,Bangalore,ios,BHIM,16,Thursday,0,101.42,-74.02
TXN000977,32:25.9,USER0131,MERCHANT0498,115.32,Entertainment,P2M,Bangalore,Web,Google Pay,20,Thursday,0,145.57,-30.25
TXN000978,51:53.5,USER0638,MERCHANT0011,16.06,Grocery,Recharge,Chennai,ios,BHIM,0,Friday,1,16.06,0
TXN000979,11:21.1,USER0547,MERCHANT0026,37.19,Travel,P2P,Mumbai,Web,BHIM,5,Friday,0,114.86,-77.67
TXN000980,30:48.6,USER0028,MERCHANT0403,387.77,Travel,P2M,Hyderanbad,Web,PhonePe,9,Friday,0,183.29,204.48
